,grp,variable,value
8455,2_2,14_4,0.0008011767283171176
8456,2_2,14_5,6.242208177370255e-05
8457,2_2,14_6,0.004835911520846498
8458,2_2,14_7,0.0008854915217420916
8459,2_2,11_1,0.0001327683162330631
8460,2_2,11_2,0.003087898019973166
8461,2_2,11_3,0.0004217041953055248
8462,2_2,11_4,0.004105616895419399
8463,2_2,11_5,0.0007898068503503004
8464,2_2,11_6,0.0030526299999971904
8465,2_2,8_1,0.0012579976400393406
8466,2_2,8_2,0.003305360896090645
8467,2_2,8_3,4.249008381388757e-05
8468,2_2,8_4,0.0007276661373340961
8469,2_2,8_5,0.00026359343670222224
8470,2_2,8_6,0.0017094445274970422
8471,2_2,7_1,0.0021764869999339686
8472,2_2,7_2,0.0056542353855403085
8473,2_2,7_3,4.8787506344931816e-05
8474,2_2,7_4,0.0012174393067775644
8475,2_2,7_5,0.003941966072377149
8476,2_2,7_6,0.0003312524105473
8477,2_2,7_7,0.0003258368752610243
8478,2_2,7_8,7.42561931765078e-06
8479,2_2,7_9,0.00011436096463244393
8480,2_2,7_10,0.0012074936516768872
8481,2_2,7_11,0.0012067579323698694
8482,2_2,10_1,0.000938438901869714
8483,2_2,10_2,0.0008161977214896997
8484,2_2,10_3,0.00046452337946467046
8485,2_2,10_4,0.000545661308997619
8486,2_2,10_5,3.1873630137236544e-05
8487,2_2,10_6,0.0032661432658257846
8488,2_2,12_1,0.00011942871202835461
8489,2_2,12_2,9.991368622010814e-07
8490,2_2,12_3,0.00015992617375105894
8491,2_2,12_4,0.010691728960901328
8492,2_2,6_1,0.0017463973062945748
8493,2_2,6_2,0.0014790562690456368
8494,2_2,6_3,0.0022775089742017077
8495,2_2,6_4,0.0001548156331888728
8496,2_2,6_5,0.001285575144299745
8497,2_2,6_6,0.0034830629588940417
8498,2_2,6_7,0.00023910937886906022
8499,2_2,6_8,1.3670997997807184e-07
8500,2_2,9_1,0.0014495238355706765
8501,2_2,9_2,0.005286308986057346
8502,2_2,9_3,0.0023788808841849365
8503,2_2,9_4,0.0006016895154381096
8504,2_2,9_5,0.0010767815861060818
8505,2_2,9_6,0.00015989626832182423
8506,2_2,9_7,0.004185841851034809
8507,2_2,9_8,0.0044008290280575495
8508,2_2,9_9,0.002247742677876637
8509,2_2,9_10,0.0009653637197064632
8510,2_2,9_11,5.089332387990351e-05
8511,2_2,9_12,0.000616830471520128
8512,2_2,9_13,0.0018615994625540793
8513,2_2,2_1,0.017221324721554503
8514,2_2,2_2,1.0
8515,2_2,2_3,0.00871050437903012
8516,2_2,2_4,0.004607203603662904
8517,2_2,2_5,0.10206936689921603
8518,2_2,2_6,0.0218613234304301
8519,2_2,5_1,8.651468749572856e-05
8520,2_2,5_2,0.003708668725641827
8521,2_2,5_3,0.00824933354550346
8522,2_2,5_4,0.00797580982305986
8523,2_2,5_5,0.0014824245269819038
8524,2_2,5_6,0.007355454979245097
8525,2_2,5_7,0.0018484984252230474
8526,2_2,5_8,0.0022167355448671996
8527,2_2,5_9,0.0010591324226469766
8528,2_2,5_10,0.0015784742164139413
8529,2_2,5_11,0.0016546927416527658
8530,2_2,5_12,0.0035708312188179976
8531,2_2,5_13,0.001341203234177804
8532,2_2,5_14,0.03015165606505626
8533,2_2,3_1,0.0006021887784277073
8534,2_2,3_2,0.00033914464176551176
8535,2_2,3_3,4.9907926463968546e-05
8536,2_2,3_4,2.091399320182011e-05
8537,2_2,3_5,0.018060996326441148
8538,2_2,3_6,0.0005522072508231192
8539,2_2,3_7,0.007879722350336456
8540,2_2,3_8,0.0018434001144231492
8541,2_2,3_9,0.0014790562690456368
8542,2_2,3_10,0.0006206201145122275
8543,2_2,3_11,0.000861536031827469
8544,2_2,3_12,0.001295018615254632
8545,2_2,3_13,1.2973488029168102e-05
8546,2_2,3_14,0.001784687209323824
8547,2_2,3_15,0.0004272717643193487
8548,2_2,3_16,4.011078454002405e-05
8549,2_2,3_17,0.0028716232751857763
8550,2_2,3_18,0.00015925606282200593
8551,2_2,3_19,0.0001334290990864744
8552,2_2,3_20,0.0023984923628100206
8553,2_2,3_21,0.002560690839376773
8554,2_2,3_22,0.02377093964049047
8555,2_2,4_1,9.77179374258919e-05
8556,2_2,4_2,0.0002496224014113487
8557,2_2,4_3,0.00366194246739565
8558,2_2,4_4,0.009424984852622232
8559,2_2,4_5,0.0017959647766515304
8560,2_2,4_6,0.005671047773723301
8561,2_2,4_7,0.0068727512509260515
8562,2_2,4_8,0.004757732892387947
8563,2_2,4_9,0.021396314048077455
8564,2_2,4_10,0.007751952378379598
8565,2_2,1_1,0.0002557664807103341
8566,2_2,1_2,0.0022199298606144953
8567,2_2,1_3,9.67185469812009e-05
8568,2_2,1_4,0.00037086088325152035
8569,2_2,1_5,0.0017655451378009628
8570,2_2,1_6,0.0011991498567379402
8571,2_2,1_7,0.005983340740438408
8572,2_2,1_8,8.5380174207952e-05
8573,2_2,1_9,0.018878047338588874
8574,2_2,1_10,0.0027451064600314597
8575,2_2,1_11,0.012047939627922036
8576,2_3,13_1,0.000617664416274589
8577,2_3,13_2,0.001276351599315097
8578,2_3,13_3,3.08744321749848e-05
8579,2_3,13_4,0.0017333298279101981
8580,2_3,14_1,7.47568499976967e-05
8581,2_3,14_2,0.005921543005622319
8582,2_3,14_3,0.0031095232081448407
8583,2_3,14_4,0.0075246571265998935
8584,2_3,14_5,0.004645999799040752
8585,2_3,14_6,0.007358737066958813
8586,2_3,14_7,0.0032373278380916468
8587,2_3,11_1,0.0020054966572246574
8588,2_3,11_2,0.00031253740149386994
8589,2_3,11_3,1.6425648784568698e-05
8590,2_3,11_4,0.0006137661903895225
8591,2_3,11_5,0.008022180184010724
8592,2_3,11_6,9.230163099689388e-05
8593,2_3,8_1,5.915598876590785e-05
8594,2_3,8_2,0.0036118069735355776
8595,2_3,8_3,0.0013501730602911142
8596,2_3,8_4,7.794340373709669e-08
8597,2_3,8_5,0.0001210824624853073
8598,2_3,8_6,4.3747404685525914e-05
8599,2_3,7_1,0.0010950955240833795
8600,2_3,7_2,0.0024127663725619823
8601,2_3,7_3,0.00036594975223795976
8602,2_3,7_4,0.0014781369942242276
8603,2_3,7_5,2.0918079435603296e-05
8604,2_3,7_6,0.001591176417098256
8605,2_3,7_7,0.00018195034031085085
8606,2_3,7_8,4.927098381363259e-05
8607,2_3,7_9,1.9009947855648527e-05
8608,2_3,7_10,0.0011818720466362418
8609,2_3,7_11,0.0012258813950767984
8610,2_3,10_1,0.0004982586135728539
8611,2_3,10_2,0.002166083865950489
8612,2_3,10_3,0.0015204957922665104
8613,2_3,10_4,6.820239387721262e-05
8614,2_3,10_5,0.004961286878130746
8615,2_3,10_6,0.002401412738898312
8616,2_3,12_1,0.003384455766263197
8617,2_3,12_2,2.482179424317966e-05
8618,2_3,12_3,0.004477218328856663
8619,2_3,12_4,0.00013958386861440022
8620,2_3,6_1,0.0034127401105735347
8621,2_3,6_2,0.00011699238692311584
8622,2_3,6_3,0.0023023034273182597
8623,2_3,6_4,4.779603886765932e-05
8624,2_3,6_5,0.006180315702190307
8625,2_3,6_6,0.0013820791518599136
8626,2_3,6_7,0.0007083521966339214
8627,2_3,6_8,0.0010815774458280624
8628,2_3,9_1,0.0006634454744754806
8629,2_3,9_2,0.0012479720693825194
8630,2_3,9_3,8.673016380650944e-05
8631,2_3,9_4,0.00047902727017030066
8632,2_3,9_5,0.0010230491093301808
8633,2_3,9_6,0.001098996586725899
8634,2_3,9_7,0.0028948241179601723
8635,2_3,9_8,5.697185925195546e-06
8636,2_3,9_9,0.004326124776077615
8637,2_3,9_10,0.003932921211142353
8638,2_3,9_11,0.004303008253806737
8639,2_3,9_12,0.0026246252081456615
8640,2_3,9_13,0.00020285943920852814
8641,2_3,2_1,0.00011890875188302616
8642,2_3,2_2,0.0077162006810726595
8643,2_3,2_3,1.0
8644,2_3,2_4,0.00021916768423307047
8645,2_3,2_5,0.04484354264073483
8646,2_3,2_6,0.022030086238274224
8647,2_3,5_1,0.004881801971870723
8648,2_3,5_2,0.0004928396332594043
8649,2_3,5_3,0.00014750701852378142
8650,2_3,5_4,0.0010895867271525183
8651,2_3,5_5,0.0008565041431246142
8652,2_3,5_6,0.0005012068243755689
8653,2_3,5_7,0.0003290247923927841
8654,2_3,5_8,0.0005548078596093807
8655,2_3,5_9,8.063822763570332e-05
8656,2_3,5_10,3.0249511925419388e-05
8657,2_3,5_11,2.072696973191306e-06
8658,2_3,5_12,8.841872986558692e-05
8659,2_3,5_13,7.482848107288774e-05
8660,2_3,5_14,0.0003653701379644538
8661,2_3,3_1,0.0003630063795251747
8662,2_3,3_2,0.00031253740149386994
8663,2_3,3_3,1.0321573723429684e-05
8664,2_3,3_4,2.4759711450801786e-05
8665,2_3,3_5,2.475971145065241e-05
8666,2_3,3_6,7.808926687543316e-05
8667,2_3,3_7,5.923690642214817e-06
8668,2_3,3_8,0.00022749339078906642
8669,2_3,3_9,0.000455626940397799
8670,2_3,3_10,6.725338984519398e-05
8671,2_3,3_11,0.001574838288063351
8672,2_3,3_12,6.371020290320251e-05
8673,2_3,3_13,0.010756896313185209
8674,2_3,3_14,0.0030775094140117185
8675,2_3,3_15,0.0006821501302778381
8676,2_3,3_16,0.00011167825574184614
8677,2_3,3_17,0.00400311881173401
8678,2_3,3_18,3.0249511925419388e-05
8679,2_3,3_19,9.959811855218114e-06
8680,2_3,3_20,0.008899670125072213
8681,2_3,3_21,0.0005217347357843199
8682,2_3,3_22,0.00012685041775426585
8683,2_3,4_1,0.0030631282411243484
8684,2_3,4_2,0.004202289176632084
8685,2_3,4_3,0.026498349905258334
8686,2_3,4_4,0.02561030161641279
8687,2_3,4_5,0.005164513159751489
8688,2_3,4_6,0.02890973509532214
8689,2_3,4_7,0.013108443052971253
8690,2_3,4_8,0.08289886565848462
8691,2_3,4_9,0.05696770156760595
8692,2_3,4_10,0.011566009479308963
8693,2_3,1_1,0.002265338726194676
8694,2_3,1_2,0.00035015535878265723
8695,2_3,1_3,0.0033640568116482315
8696,2_3,1_4,0.0012864085151577363
8697,2_3,1_5,0.003639477941219274
8698,2_3,1_6,0.0028168635385944366
8699,2_3,1_7,0.00014859866543405535
8700,2_3,1_8,0.0003739843091625875
8701,2_3,1_9,0.0004390954181727043
8702,2_3,1_10,0.019215701101545822
8703,2_3,1_11,0.014879910191466497
8704,2_4,13_1,0.01392908344065513
8705,2_4,13_2,9.897158138659925e-08
8706,2_4,13_3,0.006921041924571108
8707,2_4,13_4,0.005352116124096872
8708,2_4,14_1,0.002787066813163169
8709,2_4,14_2,0.005584782137353969
8710,2_4,14_3,0.00260013921980497
8711,2_4,14_4,0.0024344358397469807
8712,2_4,14_5,0.000994654467260284
8713,2_4,14_6,0.004082667112542514
8714,2_4,14_7,0.0007857479413655206
8715,2_4,11_1,8.355737953705463e-07
8716,2_4,11_2,7.892708901634322e-05
8717,2_4,11_3,0.0001281744467064006
8718,2_4,11_4,3.150808572786347e-08
8719,2_4,11_5,0.0019332273408788148
8720,2_4,11_6,0.0003675317192958671
8721,2_4,8_1,0.00032837330822537575
8722,2_4,8_2,0.004761032329212836
8723,2_4,8_3,0.008206912968493523
8724,2_4,8_4,0.0006368328750891307
8725,2_4,8_5,8.86501382409606e-05
8726,2_4,8_6,0.08765558618470619
8727,2_4,7_1,0.0005942961233881783
8728,2_4,7_2,0.0017884042091402246
8729,2_4,7_3,0.0011381034913161116
8730,2_4,7_4,0.0011997463410276983
8731,2_4,7_5,0.0028077306183688427
8732,2_4,7_6,0.0017970583171268229
8733,2_4,7_7,0.004478084865371251
8734,2_4,7_8,0.011436372719734087
8735,2_4,7_9,0.00017614681194477185
8736,2_4,7_10,0.004234528869223546
8737,2_4,7_11,0.002492940434294884
8738,2_4,10_1,0.0008847585756808466
8739,2_4,10_2,0.002586159492051345
8740,2_4,10_3,0.00557652327518691
8741,2_4,10_4,0.01005246332823097
8742,2_4,10_5,0.01564650636270126
8743,2_4,10_6,0.017581253143358292
8744,2_4,12_1,0.0020402784184788683
8745,2_4,12_2,0.00043144532742905883
8746,2_4,12_3,0.007184935861964818
8747,2_4,12_4,0.020016334805806404
8748,2_4,6_1,0.008027460768435515
8749,2_4,6_2,0.0022655963521744523
8750,2_4,6_3,0.0004371781551304919
8751,2_4,6_4,0.0018615555941469714
8752,2_4,6_5,0.020252195048569736
8753,2_4,6_6,0.007471740497492523
8754,2_4,6_7,0.03251695853416979
8755,2_4,6_8,0.026515937616707896
8756,2_4,9_1,5.643942666907272e-07
8757,2_4,9_2,0.002200097902257163
8758,2_4,9_3,0.003446699723230432
8759,2_4,9_4,0.0026817142381768693
8760,2_4,9_5,0.0024125409194354634
8761,2_4,9_6,0.009494168572698004
8762,2_4,9_7,0.005986583687085349
8763,2_4,9_8,0.06786435539439009
8764,2_4,9_9,0.005233884043102098
8765,2_4,9_10,0.0013253359904834903
8766,2_4,9_11,0.0038889858673589236
8767,2_4,9_12,0.000558336966445557
8768,2_4,9_13,0.011306012544425911
8769,2_4,2_1,0.00021310995618879287
8770,2_4,2_2,0.0036456796220573225
8771,2_4,2_3,0.0001957750770656996
8772,2_4,2_4,1.0
8773,2_4,2_5,0.0011727738247501627
8774,2_4,2_6,0.008984154336702117
8775,2_4,5_1,0.0005631520751825207
8776,2_4,5_2,3.524384009897407e-05
8777,2_4,5_3,0.0005643118994968921
8778,2_4,5_4,2.0844791763536454e-05
8779,2_4,5_5,0.02120169287875694
8780,2_4,5_6,0.00891041504231272
8781,2_4,5_7,3.005092388286172e-06
8782,2_4,5_8,0.055307559107711166
8783,2_4,5_9,0.031665967516089744
8784,2_4,5_10,0.04605339806956397
8785,2_4,5_11,0.03894949279069803
8786,2_4,5_12,0.01932001751365488
8787,2_4,5_13,0.04138765406127927
8788,2_4,5_14,0.05416732290371601
8789,2_4,3_1,0.00019706950992019038
8790,2_4,3_2,7.96539265984386e-05
8791,2_4,3_3,9.103448753996825e-05
8792,2_4,3_4,0.0007502432505379638
8793,2_4,3_5,0.0008994702759337709
8794,2_4,3_6,0.0002411017662520448
8795,2_4,3_7,0.0007059465276000334
8796,2_4,3_8,0.0022056517956368354
8797,2_4,3_9,0.0022655963521743187
8798,2_4,3_10,0.0013443855195143218
8799,2_4,3_11,0.001401452622326873
8800,2_4,3_12,0.0011094243243628603
8801,2_4,3_13,0.00015813770855350423
8802,2_4,3_14,0.003934195151769609
8803,2_4,3_15,0.027116045659361248
8804,2_4,3_16,5.754925651084483e-05
8805,2_4,3_17,0.008832237009559488
8806,2_4,3_18,0.0004535874775477758
8807,2_4,3_19,0.0001351653082437818
8808,2_4,3_20,0.0005574205083499996
8809,2_4,3_21,0.034968753934308344
8810,2_4,3_22,0.06162220371111163
8811,2_4,4_1,0.0014754554875678443
8812,2_4,4_2,0.027506923530789127
8813,2_4,4_3,0.01472897556342104
8814,2_4,4_4,1.5131081712380023e-05
8815,2_4,4_5,0.004163271782987594
8816,2_4,4_6,0.0006576157572220973
8817,2_4,4_7,0.00019456657265340502
8818,2_4,4_8,0.008953457822694301
8819,2_4,4_9,0.003897142635872353
8820,2_4,4_10,0.009870897792909776
8821,2_4,1_1,0.0003826743336575472
8822,2_4,1_2,0.00011911081648960427
8823,2_4,1_3,0.002504614015499095
8824,2_4,1_4,0.004713685711454077
8825,2_4,1_5,0.004869207818093877
8826,2_4,1_6,0.008357275271805187
8827,2_4,1_7,0.03265449226494755
8828,2_4,1_8,0.017304549789235714
8829,2_4,1_9,0.023805806038825816
8830,2_4,1_10,0.0009670533574751089
8831,2_4,1_11,0.005099779999186121
8832,2_5,13_1,0.0023850996100352657
8833,2_5,13_2,0.012542809529676026
8834,2_5,13_3,0.008504810892482211
8835,2_5,13_4,0.0010658764296620855
8836,2_5,14_1,0.001757921802950467
8837,2_5,14_2,0.001155808242538217
8838,2_5,14_3,0.0038496097688064854
8839,2_5,14_4,0.0026688715617710587
8840,2_5,14_5,0.0012604071260058295
8841,2_5,14_6,0.002901825723226407
8842,2_5,14_7,0.0023034628048768627
8843,2_5,11_1,0.0005643746941095167
8844,2_5,11_2,0.0010456118922683804
8845,2_5,11_3,0.0012230207955451456
8846,2_5,11_4,0.0014586534994799128
8847,2_5,11_5,5.045393739881973e-07
8848,2_5,11_6,0.007901210851425691
8849,2_5,8_1,0.0017937998168432218
8850,2_5,8_2,9.217032691313021e-05
8851,2_5,8_3,0.00037354248993316493
8852,2_5,8_4,0.0011896934747986515
8853,2_5,8_5,0.004148117462637035
8854,2_5,8_6,0.00011200261092694724
8855,2_5,7_1,0.000299965212032334
8856,2_5,7_2,0.009157104832022612
8857,2_5,7_3,0.0022856953895225114
8858,2_5,7_4,0.00221541838349782
8859,2_5,7_5,0.007667037141670222
8860,2_5,7_6,0.005748401765557722
8861,2_5,7_7,0.006781803870608354
8862,2_5,7_8,0.0023412185916545703
8863,2_5,7_9,0.0026374504220942657
8864,2_5,7_10,7.293695476127583e-05
8865,2_5,7_11,0.004491195257928167
8866,2_5,10_1,0.000532288484399723
8867,2_5,10_2,0.001151670552958703
8868,2_5,10_3,0.0005700241372661146
8869,2_5,10_4,0.004915490837568481
8870,2_5,10_5,0.0053853225427713215
8871,2_5,10_6,0.0006769175728410935
8872,2_5,12_1,3.086034255363035e-05
8873,2_5,12_2,0.0003081013246581543
8874,2_5,12_3,6.409756060428276e-05
8875,2_5,12_4,0.0025939240557744914
8876,2_5,6_1,0.005908695485666028
8877,2_5,6_2,0.00016710840479574257
8878,2_5,6_3,0.0004416013845875479
8879,2_5,6_4,1.377793836449874e-06
8880,2_5,6_5,0.0007547885137560384
8881,2_5,6_6,0.006853098421338272
8882,2_5,6_7,0.005496339555285348
8883,2_5,6_8,0.0057257038049576894
8884,2_5,9_1,4.788000859660797e-07
8885,2_5,9_2,0.0006412419885379684
8886,2_5,9_3,0.0001739325034420955
8887,2_5,9_4,0.004298027321596009
8888,2_5,9_5,0.0020478538955142882
8889,2_5,9_6,0.0001623456011019042
8890,2_5,9_7,0.0005981366299341453
8891,2_5,9_8,0.008439427457854249
8892,2_5,9_9,4.416465119414793e-05
8893,2_5,9_10,0.0035133887505282013
8894,2_5,9_11,0.000815003976696051
8895,2_5,9_12,0.0015730619972437688
8896,2_5,9_13,0.0036334418318779696
8897,2_5,2_1,0.02353231615099361
8898,2_5,2_2,0.05843286959995108
8899,2_5,2_3,0.02898020795761741
8900,2_5,2_4,0.0008484670135222126
8901,2_5,2_5,1.0
8902,2_5,2_6,0.091338758856498
8903,2_5,5_1,0.0017350254153558219
8904,2_5,5_2,0.014258936694843488
8905,2_5,5_3,0.0038416066148281966
8906,2_5,5_4,0.002907033086780911
8907,2_5,5_5,0.0005155692895816253
8908,2_5,5_6,0.000165854104564582
8909,2_5,5_7,0.0039009222405294633
8910,2_5,5_8,0.005269387925959249
8911,2_5,5_9,0.006819397675892509
8912,2_5,5_10,0.0011429264931870984
8913,2_5,5_11,0.0028757700581001967
8914,2_5,5_12,0.0015209607874733296
8915,2_5,5_13,0.004475731795011944
8916,2_5,5_14,3.221950754191538e-05
8917,2_5,3_1,0.0011711878082001817
8918,2_5,3_2,0.004998646146045761
8919,2_5,3_3,0.003797592220430587
8920,2_5,3_4,0.0001112904729924061
8921,2_5,3_5,0.002911264614460153
8922,2_5,3_6,0.0023133257062594535
8923,2_5,3_7,0.0036095340554975113
8924,2_5,3_8,0.001026627904258686
8925,2_5,3_9,0.0009336548026669211
8926,2_5,3_10,0.000848981200746497
8927,2_5,3_11,7.341131099114572e-07
8928,2_5,3_12,0.00024927784973673964
8929,2_5,3_13,0.00022512607682224434
8930,2_5,3_14,0.001587133864343281
8931,2_5,3_15,0.008903795787406295
8932,2_5,3_16,4.672204474518378e-05
8933,2_5,3_17,0.0006610484659460461
8934,2_5,3_18,0.0006523612006479955
8935,2_5,3_19,0.0005881760050218254
8936,2_5,3_20,0.005191104407771545
8937,2_5,3_21,0.0018336301956387764
8938,2_5,3_22,0.0002216395767116042
8939,2_5,4_1,9.738437049881451e-06
8940,2_5,4_2,0.0011112736046579145
8941,2_5,4_3,0.0114538342123155
8942,2_5,4_4,0.049350450096493755
8943,2_5,4_5,0.022558905215147085
8944,2_5,4_6,0.04953701393131012
8945,2_5,4_7,0.05789036063045806
8946,2_5,4_8,0.02534234735513958
8947,2_5,4_9,0.06701994442843032
8948,2_5,4_10,0.015831029727038103
8949,2_5,1_1,0.001440734987934208
8950,2_5,1_2,0.0008604885460313821
8951,2_5,1_3,0.00041483592735033894
8952,2_5,1_4,0.00037973478190287644
8953,2_5,1_5,0.00039759672423642084
8954,2_5,1_6,0.00020769311563562475
8955,2_5,1_7,0.004099698915841161
8956,2_5,1_8,0.0036675207458560267
8957,2_5,1_9,0.00377216626236974
8958,2_5,1_10,0.021260403800313597
8959,2_5,1_11,0.007836255255328769
8960,2_6,13_1,1.6524896085922762e-05
8961,2_6,13_2,0.000518486854480729
8962,2_6,13_3,0.0003730086924716534
8963,2_6,13_4,0.001837210384624665
8964,2_6,14_1,0.00045605576165328257
8965,2_6,14_2,4.158781131649908e-08
8966,2_6,14_3,0.0018057754137181157
8967,2_6,14_4,0.0039297681190470345
8968,2_6,14_5,0.0011490763082806735
8969,2_6,14_6,0.000917233387910868
8970,2_6,14_7,0.0012844994902989602
8971,2_6,11_1,8.43076966449131e-05
8972,2_6,11_2,3.1968516278250717e-06
8973,2_6,11_3,0.00027134939954651734
8974,2_6,11_4,0.002353643073806776
8975,2_6,11_5,4.0726855643616326e-05
8976,2_6,11_6,0.006457558627070247
8977,2_6,8_1,0.0013433818342884238
8978,2_6,8_2,0.0003381043333746828
8979,2_6,8_3,0.000829791236335412
8980,2_6,8_4,6.583760297087173e-05
8981,2_6,8_5,0.004504888119711784
8982,2_6,8_6,0.0017065927885544878
8983,2_6,7_1,0.0015673224221094927
8984,2_6,7_2,0.006961742624793285
8985,2_6,7_3,2.4182898897103656e-05
8986,2_6,7_4,1.0310573478179623e-06
8987,2_6,7_5,0.0007932760479824086
8988,2_6,7_6,0.0037710258146114494
8989,2_6,7_7,0.000621761795247562
8990,2_6,7_8,0.00040601044240392886
8991,2_6,7_9,0.0013501504688649868
8992,2_6,7_10,0.0003325108513655364
8993,2_6,7_11,0.005121512165573897
8994,2_6,10_1,0.0018057754137181157
8995,2_6,10_2,0.0002600637049133463
8996,2_6,10_3,0.00043199698945877525
8997,2_6,10_4,0.007033288657685735
8998,2_6,10_5,0.0025790260622482364
8999,2_6,10_6,0.000865916245592487
9000,2_6,12_1,1.4704724213668547e-05
9001,2_6,12_2,0.0003360303925663039
9002,2_6,12_3,0.002525133594558522
9003,2_6,12_4,0.0002747646835441977
9004,2_6,6_1,0.004238600694072063
9005,2_6,6_2,0.0002595189297147092
9006,2_6,6_3,0.002373831626196663
9007,2_6,6_4,0.0003598269766782728
9008,2_6,6_5,4.3473955456753316e-05
9009,2_6,6_6,0.0010175721551554848
9010,2_6,6_7,6.595456036782395e-06
9011,2_6,6_8,0.00038483906336936005
9012,2_6,9_1,0.0006000971301829972
9013,2_6,9_2,0.0006296642270513047
9014,2_6,9_3,0.0007578342186847655
9015,2_6,9_4,0.0011596395798509104
9016,2_6,9_5,8.513099826180553e-05
9017,2_6,9_6,0.0008735524802463812
9018,2_6,9_7,5.521783642821327e-05
9019,2_6,9_8,0.0010324035381393197
9020,2_6,9_9,0.0005465095718623959
9021,2_6,9_10,0.0037160812332049076
9022,2_6,9_11,0.0025357695177025577
9023,2_6,9_12,0.0011590822684787827
9024,2_6,9_13,0.004876030732792104
9025,2_6,2_1,0.012393569648972208
9026,2_6,2_2,0.011725952886262703
9027,2_6,2_3,0.013339135429704238
9028,2_6,2_4,0.0060898669425153
9029,2_6,2_5,0.08557856652230021
9030,2_6,2_6,1.0
9031,2_6,5_1,0.0006345947844064409
9032,2_6,5_2,0.0010299095487081812
9033,2_6,5_3,8.513099826198643e-05
9034,2_6,5_4,0.0004905493205656955
9035,2_6,5_5,0.0002420938207884988
9036,2_6,5_6,1.936576914032833e-06
9037,2_6,5_7,0.001125315355675164
9038,2_6,5_8,0.0032100854875639893
9039,2_6,5_9,0.003870427080728886
9040,2_6,5_10,0.0010143339171157619
9041,2_6,5_11,0.000317002128980089
9042,2_6,5_12,0.0028347438192255514
9043,2_6,5_13,0.006428468025438583
9044,2_6,5_14,0.005092379075286829
9045,2_6,3_1,0.0003036696091069821
9046,2_6,3_2,0.0015018219253115118
9047,2_6,3_3,0.0009252106271164225
9048,2_6,3_4,0.00040896362690847195
9049,2_6,3_5,0.00011755342254392988
9050,2_6,3_6,0.00027241913552481043
9051,2_6,3_7,4.4556486063294857e-05
9052,2_6,3_8,0.00209491794455247
9053,2_6,3_9,0.0016614488890444557
9054,2_6,3_10,0.0025266233016634863
9055,2_6,3_11,7.201314447377776e-07
9056,2_6,3_12,0.000518486854480729
9057,2_6,3_13,8.569552187348977e-05
9058,2_6,3_14,0.00018848764400106326
9059,2_6,3_15,0.0023749097263061443
9060,2_6,3_16,0.008899406475372204
9061,2_6,3_17,0.0025598894859183556
9062,2_6,3_18,3.080106200983949e-05
9063,2_6,3_19,0.00304799545197953
9064,2_6,3_20,0.00539232382035518
9065,2_6,3_21,0.0015149948673351145
9066,2_6,3_22,0.014927906618434326
9067,2_6,4_1,0.0002208551828456976
9068,2_6,4_2,0.001163137725832648
9069,2_6,4_3,0.11126268236516094
9070,2_6,4_4,0.04606095916260359
9071,2_6,4_5,0.06286044378669872
9072,2_6,4_6,0.06908389687053372
9073,2_6,4_7,0.21530608097618256
9074,2_6,4_8,0.05104899455710483
9075,2_6,4_9,0.019811328950964387
9076,2_6,4_10,0.09603606027890801
9077,2_6,1_1,0.004717403542701174
9078,2_6,1_2,0.0001257042392388764
9079,2_6,1_3,0.00316899650758814
9080,2_6,1_4,0.0023834225008569627
9081,2_6,1_5,0.0032749811367855748
9082,2_6,1_6,0.00492085748438273
9083,2_6,1_7,0.00012645288527598028
9084,2_6,1_8,0.00306091101437624
9085,2_6,1_9,0.00021681098502794125
9086,2_6,1_10,0.0609996293955049
9087,2_6,1_11,0.04669972058375625
9088,5_1,13_1,0.13804999835546547
9089,5_1,13_2,0.022243844133073693
9090,5_1,13_3,0.00601290065521972
9091,5_1,13_4,0.08468039348162236
9092,5_1,14_1,0.028221894544759037
9093,5_1,14_2,0.12033378041871894
9094,5_1,14_3,0.14667559759774657
9095,5_1,14_4,0.3233949436275284
9096,5_1,14_5,0.14440113127047427
9097,5_1,14_6,0.15888591827344412
9098,5_1,14_7,0.05560817924450134
9099,5_1,11_1,0.052107984378491734
9100,5_1,11_2,0.033936448018844434
9101,5_1,11_3,0.0055399733104239506
9102,5_1,11_4,0.013116662806456734
9103,5_1,11_5,0.07338109020970611
9104,5_1,11_6,0.09187973749697313
9105,5_1,8_1,0.0045209787145226955
9106,5_1,8_2,0.03305592889267606
9107,5_1,8_3,0.017218874903213797
9108,5_1,8_4,0.016101297619690917
9109,5_1,8_5,0.03269957618143876
9110,5_1,8_6,0.0502031279645858
9111,5_1,7_1,0.017941672840135675
9112,5_1,7_2,0.021111353811498774
9113,5_1,7_3,0.0017106293146207032
9114,5_1,7_4,0.06236605076985664
9115,5_1,7_5,0.056227864325837665
9116,5_1,7_6,0.051024423539219675
9117,5_1,7_7,0.08224526271427281
9118,5_1,7_8,0.13168473944777412
9119,5_1,7_9,0.034991514170668675
9120,5_1,7_10,0.07046092370066391
9121,5_1,7_11,0.08512348272704182
9122,5_1,10_1,0.04420685628624405
9123,5_1,10_2,0.07785834383883364
9124,5_1,10_3,0.158024917288063
9125,5_1,10_4,0.1614418066969526
9126,5_1,10_5,0.1660619627919883
9127,5_1,10_6,0.10591728293750104
9128,5_1,12_1,0.04644528888495866
9129,5_1,12_2,4.548545635380026e-05
