grp,variable,value
5_7,9_8,0.0038814962753587865
5_7,9_9,0.007814458996605525
5_7,9_10,0.006785185541913957
5_7,9_11,0.033715045805302005
5_7,9_12,0.02421433499325673
5_7,9_13,0.01772487295133807
5_7,2_1,9.71435603535661e-05
5_7,2_2,0.0022897729099331876
5_7,2_3,0.0004600888845227515
5_7,2_4,4.704246397092759e-06
5_7,2_5,0.008440707051592859
5_7,2_6,0.0025988180699710903
5_7,5_1,0.01636627477536546
5_7,5_2,0.003541472663242913
5_7,5_3,0.011800372139107366
5_7,5_4,0.12814765622600363
5_7,5_5,0.00921217457882361
5_7,5_6,0.03888784079532112
5_7,5_7,1.0
5_7,5_8,0.03199290132312436
5_7,5_9,0.09263291736293357
5_7,5_10,0.053392291548340055
5_7,5_11,0.06297495546333172
5_7,5_12,0.09188484009063147
5_7,5_13,0.07614412851216203
5_7,5_14,0.18474813277756777
5_7,3_1,0.001206989641484653
5_7,3_2,0.0019972957974102165
5_7,3_3,0.01503538773253668
5_7,3_4,0.0004809924008769712
5_7,3_5,0.0004809924008769712
5_7,3_6,0.004180589453229311
5_7,3_7,0.0005845793354101476
5_7,3_8,0.008188887254002658
5_7,3_9,0.041820363865466934
5_7,3_10,0.00021741287945735736
5_7,3_11,0.026346619363627116
5_7,3_12,0.0020817553231877034
5_7,3_13,0.0048493469610500686
5_7,3_14,0.034185578835063395
5_7,3_15,0.03345401356894592
5_7,3_16,0.010539330734713902
5_7,3_17,0.031805652035735286
5_7,3_18,0.000395135530489522
5_7,3_19,0.00023137897546793347
5_7,3_20,0.011031147627305693
5_7,3_21,0.01620617937939254
5_7,3_22,0.06638912496721908
5_7,4_1,0.002909742137072434
5_7,4_2,0.00022124574885340194
5_7,4_3,4.062155510075795e-07
5_7,4_4,0.003963675808351981
5_7,4_5,0.00035250697335752396
5_7,4_6,0.00848472173060277
5_7,4_7,0.0005564894980131422
5_7,4_8,0.000503896316508047
5_7,4_9,0.0009096187146794104
5_7,4_10,0.0034847686741099576
5_7,1_1,0.0013058766580732928
5_7,1_2,0.0006428677264736786
5_7,1_3,0.0015137024267952584
5_7,1_4,0.016201003516874424
5_7,1_5,0.012904580772027744
5_7,1_6,0.010411841902330198
5_7,1_7,0.02903406296382002
5_7,1_8,0.026509894737210174
5_7,1_9,0.008120349249788082
5_7,1_10,0.0019354728208213984
5_7,1_11,0.009036303397887737
5_8,13_1,0.017373252972498317
5_8,13_2,0.0122203683733978
5_8,13_3,0.007414290606505956
5_8,13_4,0.014270324077000398
5_8,14_1,0.0033045831224007434
5_8,14_2,0.014137315260558045
5_8,14_3,0.016199044727279534
5_8,14_4,0.031472045268566645
5_8,14_5,0.01475796889171732
5_8,14_6,0.028806573166733424
5_8,14_7,0.013964709043411839
5_8,11_1,0.005469477442116238
5_8,11_2,0.019509175654183343
5_8,11_3,0.0037578742457408444
5_8,11_4,0.0013567051725849784
5_8,11_5,0.012836230209012266
5_8,11_6,0.008548987927341913
5_8,8_1,0.0010540107328028388
5_8,8_2,0.02500002573363816
5_8,8_3,0.02383816070150916
5_8,8_4,0.006132028662932196
5_8,8_5,0.03558687515296665
5_8,8_6,0.21045479642093848
5_8,7_1,0.010693248749542087
5_8,7_2,0.009619291392766769
5_8,7_3,3.3010547042001396e-05
5_8,7_4,0.008791914779606466
5_8,7_5,0.018031848863960535
5_8,7_6,0.015183078452422083
5_8,7_7,0.022449444121998122
5_8,7_8,0.035344582694740126
5_8,7_9,0.007196390768235556
5_8,7_10,0.014847845424110969
5_8,7_11,0.035134810779386925
5_8,10_1,0.023575295200973234
5_8,10_2,0.04364299442312207
5_8,10_3,0.06198125970813177
5_8,10_4,0.06418465306408096
5_8,10_5,0.04864863508781482
5_8,10_6,0.07345389120895329
5_8,12_1,0.00391299848523158
5_8,12_2,0.00020223132676648587
5_8,12_3,0.019909957921784696
5_8,12_4,0.007073831048608265
5_8,6_1,0.03553300704293913
5_8,6_2,0.02149279863946267
5_8,6_3,0.0060339486714149956
5_8,6_4,0.003956200390228224
5_8,6_5,0.05252890418741594
5_8,6_6,0.04915129883841783
5_8,6_7,0.02933078232051347
5_8,6_8,0.020831541014664452
5_8,9_1,0.005678431312414577
5_8,9_2,0.017595265722181796
5_8,9_3,0.013194631269296913
5_8,9_4,0.01899728294424995
5_8,9_5,0.01080794520143405
5_8,9_6,0.01659385274869478
5_8,9_7,0.020595955409143503
5_8,9_8,0.194864322952718
5_8,9_9,0.02695640877514173
5_8,9_10,0.02157750156990613
5_8,9_11,0.0758587432529876
5_8,9_12,0.031148862779334967
5_8,9_13,0.04802981246892768
5_8,2_1,0.004201507441137644
5_8,2_2,0.0026763223580424707
5_8,2_3,0.0007561482147808608
5_8,2_4,0.08438552053577443
5_8,2_5,0.011112785081728652
5_8,2_6,0.007225525530614637
5_8,5_1,0.032563184588777536
5_8,5_2,0.004660543969090971
5_8,5_3,0.01330097005227597
5_8,5_4,0.008265341543262184
5_8,5_5,0.05400246249414189
5_8,5_6,0.039144104106890704
5_8,5_7,0.031182062343616142
5_8,5_8,1.0
5_8,5_9,0.15993775611929173
5_8,5_10,0.21674589733244978
5_8,5_11,0.12532245949873866
5_8,5_12,0.12235389432926275
5_8,5_13,0.17585176055337037
5_8,5_14,0.2148414087925882
5_8,3_1,0.0006561789377402536
5_8,3_2,0.001808221840403157
5_8,3_3,0.010490678804118183
5_8,3_4,0.0033653875559215675
5_8,3_5,4.6828243739716185e-06
5_8,3_6,0.0022149796744147508
5_8,3_7,0.004505885519953433
5_8,3_8,0.012106050706513086
5_8,3_9,0.024706391769692464
5_8,3_10,0.0006553823328459303
5_8,3_11,0.0033359187651257386
5_8,3_12,0.0017513680270938184
5_8,3_13,0.0042533771369631735
5_8,3_14,0.058872398344965375
5_8,3_15,0.0701644860788253
5_8,3_16,0.007726494237697595
5_8,3_17,0.06315814781079437
5_8,3_18,0.00022222972008673224
5_8,3_19,0.00030432476938548015
5_8,3_20,0.011191366290332226
5_8,3_21,0.06482177074746825
5_8,3_22,0.11106993548286188
5_8,4_1,0.0027176804893090096
5_8,4_2,0.015456602632194815
5_8,4_3,0.0017742616711072495
5_8,4_4,0.00042005344799356817
5_8,4_5,0.0010065117357662562
5_8,4_6,0.012799680605142291
5_8,4_7,0.011746665517207246
5_8,4_8,0.0012725469437988419
5_8,4_9,0.002068219379796048
5_8,4_10,8.002727001157382e-05
5_8,1_1,0.00020223132676648587
5_8,1_2,0.0008489356152180227
5_8,1_3,0.0006110907159051769
5_8,1_4,0.0056279357145327365
5_8,1_5,0.0006552314365897414
5_8,1_6,0.004481258051246519
5_8,1_7,0.019717237485560563
5_8,1_8,0.019277554449636285
5_8,1_9,0.0034198340307703724
5_8,1_10,0.0014396680032591816
5_8,1_11,0.001160975821908852
5_9,13_1,0.023176949858997868
5_9,13_2,0.01118482237182184
5_9,13_3,0.008554170005611181
5_9,13_4,0.01794824028691744
5_9,14_1,0.00047204458614688404
5_9,14_2,0.009831998995946816
5_9,14_3,0.009225677595049662
5_9,14_4,0.007896755986224824
5_9,14_5,0.006501154912798794
5_9,14_6,0.0269093088523448
5_9,14_7,0.005160940506886955
5_9,11_1,0.005113980534748985
5_9,11_2,0.0038196847694957005
5_9,11_3,0.0014283199765898736
5_9,11_4,0.0011508138950147508
5_9,11_5,0.011773343588718847
5_9,11_6,9.528644977111325e-05
5_9,8_1,0.0048846033961065915
5_9,8_2,0.0234281891015759
5_9,8_3,0.033057988337752836
5_9,8_4,0.005545813696807681
5_9,8_5,0.011141865929237264
5_9,8_6,0.14736974026597804
5_9,7_1,0.0031449904120927925
5_9,7_2,0.006306529098969279
5_9,7_3,1.3824370207648523e-05
5_9,7_4,0.01679408683880743
5_9,7_5,0.02723000077921879
5_9,7_6,0.01700239124934786
5_9,7_7,0.030843372813166754
5_9,7_8,0.04043334942945379
5_9,7_9,0.01256816791136599
5_9,7_10,0.0159225534108769
5_9,7_11,0.07035813083860244
5_9,10_1,0.026095654579387277
5_9,10_2,0.022790791999552706
5_9,10_3,0.028338899692647173
5_9,10_4,0.04929913207347634
5_9,10_5,0.051975134058958816
5_9,10_6,0.0840310347693123
5_9,12_1,2.8225689891416578e-08
5_9,12_2,0.005018252839781482
5_9,12_3,0.009804755279374966
5_9,12_4,0.0031564306372561246
5_9,6_1,0.02290868358281937
5_9,6_2,0.02627007524878131
5_9,6_3,0.005424211809481138
5_9,6_4,0.0011763436082007908
5_9,6_5,0.04905642626315759
5_9,6_6,0.04907647410846062
5_9,6_7,0.029400261845447598
5_9,6_8,0.014917692969664716
5_9,9_1,0.005239859630706075
5_9,9_2,0.009862146626766873
5_9,9_3,0.015229978099800276
5_9,9_4,0.014828483932561852
5_9,9_5,0.014801946426424859
5_9,9_6,0.026594250496891295
5_9,9_7,0.02181976124084779
5_9,9_8,0.09305164743006174
5_9,9_9,0.015205457688051035
5_9,9_10,0.032608308011742415
5_9,9_11,0.04141873553658754
5_9,9_12,0.0332138969203309
5_9,9_13,0.043841190724357604
5_9,2_1,7.728365596266332e-05
5_9,2_2,0.0012475892587697891
5_9,2_3,0.00010722649917121263
5_9,2_4,0.04713820386908095
5_9,2_5,0.01403154803765809
5_9,2_6,0.008499797091261963
5_9,5_1,0.011418645582295623
5_9,5_2,0.00155079284599508
5_9,5_3,0.014801946426424859
5_9,5_4,0.01712565052003537
5_9,5_5,0.10981401637373772
5_9,5_6,0.04590454712341063
5_9,5_7,0.08808731608319696
5_9,5_8,0.1560442699040372
5_9,5_9,1.0
5_9,5_10,0.15544579990875299
5_9,5_11,0.11287745369915081
5_9,5_12,0.1271220070509161
5_9,5_13,0.18901807969603338
5_9,5_14,0.2465711046034904
5_9,3_1,0.0006640542907236295
5_9,3_2,0.00028459100414493147
5_9,3_3,0.0006726023489049193
5_9,3_4,1.4541127397332926e-05
5_9,3_5,1.4541127397332926e-05
5_9,3_6,0.0003541336918314548
5_9,3_7,0.0046779875443386165
5_9,3_8,0.0067564952707999
5_9,3_9,0.009615751435832655
5_9,3_10,0.005790784371528589
5_9,3_11,0.019870521014741616
5_9,3_12,0.0038272917825762395
5_9,3_13,0.0007214304988749405
5_9,3_14,0.07039766398947966
5_9,3_15,0.061869419842734794
5_9,3_16,0.005426961892114359
5_9,3_17,0.06214452738862201
5_9,3_18,0.0034190987445564384
5_9,3_19,0.0025582862109449576
5_9,3_20,0.003644417526892251
5_9,3_21,0.05967869443977818
5_9,3_22,0.15654672100275835
5_9,4_1,0.0003055361827945281
5_9,4_2,0.04932380267152682
5_9,4_3,0.0013826405449994552
5_9,4_4,0.0027073892602463966
5_9,4_5,0.0009468106396550159
5_9,4_6,0.01787779177418041
5_9,4_7,0.00618628301245543
5_9,4_8,0.0017994949006725296
5_9,4_9,9.412731030198681e-05
5_9,4_10,0.0004449316234119726
5_9,1_1,8.015580720440738e-05
5_9,1_2,0.0004937983367295447
5_9,1_3,0.0007381687961946686
5_9,1_4,0.0009160938701584084
5_9,1_5,0.002370811917291356
5_9,1_6,0.005073574916429214
5_9,1_7,0.026683644850387326
5_9,1_8,0.03194435243412669
5_9,1_9,0.0005352129105735357
5_9,1_10,0.0011086819089053909
5_9,1_11,0.0003719797549335679
5_10,13_1,0.019791700394693742
5_10,13_2,0.04600905820629665
5_10,13_3,0.025969339453934166
5_10,13_4,0.008040853283624957
5_10,14_1,0.000256513639905624
5_10,14_2,0.004614168840638017
5_10,14_3,0.016168539359626432
5_10,14_4,0.018650036055822487
5_10,14_5,0.018806944454776764
5_10,14_6,0.032793240198380355
5_10,14_7,0.013263902641083309
5_10,11_1,0.017453947599225042
5_10,11_2,0.01813214934770725
5_10,11_3,0.002234444689544667
5_10,11_4,0.02159433903120965
5_10,11_5,0.030998376211483297
5_10,11_6,0.010492200437114034
5_10,8_1,0.0015464214757017556
5_10,8_2,0.03906631287673534
5_10,8_3,0.04108611103235169
5_10,8_4,0.009885554817439392
5_10,8_5,0.02066517759906914
5_10,8_6,0.28350704065255156
5_10,7_1,0.007594372180784367
5_10,7_2,0.013794501538807947
5_10,7_3,0.0017213438696980312
5_10,7_4,0.007205964597280431
5_10,7_5,0.04905721379908056
5_10,7_6,0.022225692546729497
5_10,7_7,0.05225953211465504
5_10,7_8,0.06066717884212253
5_10,7_9,0.020282366955350548
5_10,7_10,0.0202839307277923
5_10,7_11,0.05015169890440752
5_10,10_1,0.029759420693119164
5_10,10_2,0.03610162435466282
5_10,10_3,0.056694781359265124
5_10,10_4,0.05127310857323495
5_10,10_5,0.059287994588104936
5_10,10_6,0.05338690232196683
5_10,12_1,0.0021988708273688235
5_10,12_2,0.0002897317065626452
5_10,12_3,0.03213671925357222
5_10,12_4,0.02990236969973746
5_10,6_1,0.05208367745109236
5_10,6_2,0.03947870293494841
5_10,6_3,0.013225120973280411
5_10,6_4,0.005249380342324627
5_10,6_5,0.07571213440102842
5_10,6_6,0.06999130576406459
5_10,6_7,0.03577147955760402
5_10,6_8,0.02779603341796846
5_10,9_1,0.0006642367295016684
5_10,9_2,0.012029084287257142
5_10,9_3,0.018570666378944604
5_10,9_4,0.014372457112184121
5_10,9_5,0.018825828850786687
5_10,9_6,0.023277704208942398
5_10,9_7,0.01905914333708633
5_10,9_8,0.14133351268570896
5_10,9_9,0.02224146978256195
5_10,9_10,0.023429870523937076
5_10,9_11,0.0785521910298803
5_10,9_12,0.0413228160619869
5_10,9_13,0.04825508270870484
5_10,2_1,0.006943477554043468
5_10,2_2,0.0016457798758641817
5_10,2_3,3.5603477284837837e-05
5_10,2_4,0.060681294945273016
5_10,2_5,0.0020815687598006657
5_10,2_6,0.0019717121266683013
5_10,5_1,0.022225692546729674
5_10,5_2,0.03025862162310453
5_10,5_3,0.05529354160459397
5_10,5_4,0.015908213028706653
5_10,5_5,0.08900264376969165
5_10,5_6,0.07490174747704592
5_10,5_7,0.0449406643281151
5_10,5_8,0.18718050038331066
5_10,5_9,0.13759158810977964
5_10,5_10,1.0
5_10,5_11,0.17814454716154093
5_10,5_12,0.17125022902361373
5_10,5_13,0.24564600277625273
5_10,5_14,0.2708720289831184
5_10,3_1,0.00070718646827763
5_10,3_2,0.0002714283608605546
5_10,3_3,0.0161660203922398
5_10,3_4,0.0006642367295016684
5_10,3_5,6.228945876242867e-05
5_10,3_6,0.0008190272718406272
5_10,3_7,0.000531994738043783
5_10,3_8,0.029636949685174142
5_10,3_9,0.036072651143539254
5_10,3_10,5.1822164975857e-05
5_10,3_11,0.015522673498290023
5_10,3_12,0.001011863120457935
5_10,3_13,0.004879109045882115
5_10,3_14,0.06015729498893635
5_10,3_15,0.048099741850904314
5_10,3_16,0.015827196021575934
5_10,3_17,0.08186417926591105
5_10,3_18,2.137114653873342e-05
5_10,3_19,9.11852659935907e-06
5_10,3_20,0.019315058178966477
5_10,3_21,0.08440976225561772
5_10,3_22,0.1601270467100467
5_10,4_1,0.001775507850844396
5_10,4_2,0.03203512908765702
5_10,4_3,8.712745795285318e-06
5_10,4_4,0.0023485937686722894
5_10,4_5,0.002634742499021829
5_10,4_6,0.007464875942190508
5_10,4_7,0.007268642453949194
5_10,4_8,0.006431310896865916
5_10,4_9,0.004945096069073289
5_10,4_10,0.0007071209059413337
5_10,1_1,5.400256159827814e-06
5_10,1_2,0.0005016948881297822
5_10,1_3,0.005594343334021108
5_10,1_4,0.009059249183380387
5_10,1_5,0.00528646750495019
5_10,1_6,0.011407573940265531
5_10,1_7,0.0326275811227987
5_10,1_8,0.04977173693816106
5_10,1_9,0.016584917107635027
5_10,1_10,0.00023537798055167145
5_10,1_11,0.0025467117274795416
5_11,13_1,0.0033515407217660107
5_11,13_2,0.01025960996270652
5_11,13_3,0.005246612814633167
5_11,13_4,0.00401007779255119
5_11,14_1,0.00014122620474541842
5_11,14_2,0.0017911802212895055
5_11,14_3,0.0028519734920041404
5_11,14_4,0.007915359913163448
5_11,14_5,0.006421141686207301
5_11,14_6,0.004071581313233294
5_11,14_7,0.0028420519932248413
5_11,11_1,0.0026349067686821446
5_11,11_2,0.00569009204344378
5_11,11_3,0.000521029757903691
5_11,11_4,0.00984504722642733
5_11,11_5,0.018968981935655948
5_11,11_6,0.001917000503820913
5_11,8_1,0.006080665661495153
5_11,8_2,0.012440629976456804
5_11,8_3,0.016069550375745933
5_11,8_4,0.008667969520823835
5_11,8_5,0.011378214765545484
5_11,8_6,0.1223028271073136
5_11,7_1,0.00028352845467979296
5_11,7_2,0.0006064521380229878
5_11,7_3,0.00029876791608531803
5_11,7_4,0.005106356523260011
5_11,7_5,0.0013922678274281626
5_11,7_6,0.0025316615202750146
5_11,7_7,0.008607514191153307
5_11,7_8,0.008047051607827798
5_11,7_9,0.0028203628441768346
5_11,7_10,0.00011941371168356378
5_11,7_11,0.013253872452770186
5_11,10_1,0.0028519734920041404
5_11,10_2,0.009929028788996586
5_11,10_3,0.022065112411092207
5_11,10_4,0.00926435415147491
5_11,10_5,0.010356936211595063
5_11,10_6,0.005364055956633849
5_11,12_1,0.00019919665207032513
5_11,12_2,0.0016972165787253835
5_11,12_3,0.010357394181559464
5_11,12_4,0.025632397112237044
5_11,6_1,0.016079964903238757
5_11,6_2,0.006464468809630139
5_11,6_3,0.01322542870757673
5_11,6_4,0.001404715898088563
5_11,6_5,0.04196036186848674
5_11,6_6,0.02449111951337457
5_11,6_7,0.013530124867451084
5_11,6_8,0.0019921515615941
5_11,9_1,4.883212872300304e-07
5_11,9_2,0.0032733704974750636
5_11,9_3,0.001796482257742999
5_11,9_4,8.109065865906807e-05
5_11,9_5,0.001844751152811188
5_11,9_6,0.008079824186414257
5_11,9_7,0.002430997781042424
5_11,9_8,0.08314539818041283
5_11,9_9,0.0026601785352946155
5_11,9_10,0.002573718962059827
5_11,9_11,0.019715891633840216
5_11,9_12,0.0170638828605881
5_11,9_13,0.006469328435316604
5_11,2_1,0.0016327643871474205
5_11,2_2,0.0015754845227815312
5_11,2_3,2.2277804158085237e-06
5_11,2_4,0.04686595706433464
5_11,2_5,0.004782876237292395
5_11,2_6,0.0005627134072625512
5_11,5_1,0.005122381332445051
5_11,5_2,0.001844751152811188
5_11,5_3,0.01613933359501626
5_11,5_4,0.03697682726663035
5_11,5_5,0.04684976568509295
5_11,5_6,0.029319822812065723
5_11,5_7,0.04840512213197647
5_11,5_8,0.09883281189787915
5_11,5_9,0.09123944173655725
5_11,5_10,0.16268033479535085
5_11,5_11,1.0
5_11,5_12,0.1366377596076244
5_11,5_13,0.2116841376494317
5_11,5_14,0.19550208388407328
5_11,3_1,0.0004973031222641236
5_11,3_2,0.0005432981546124242
5_11,3_3,0.0033174007375468308
5_11,3_4,0.002285086536271271
5_11,3_5,0.00031634282155585937
5_11,3_6,0.0004589594819149047
5_11,3_7,0.0037857005276543494
5_11,3_8,0.00617721519020661
5_11,3_9,0.011612166297315318
5_11,3_10,0.0007749834682600963
5_11,3_11,0.011172864651110576
5_11,3_12,6.722539103582263e-05
5_11,3_13,0.0028420519932248413
5_11,3_14,0.01658986451097255
5_11,3_15,0.045082428763730385
5_11,3_16,0.0016264499787190829
5_11,3_17,0.03484816478406804
5_11,3_18,4.9683628304446385e-05
5_11,3_19,0.001305353711972834
5_11,3_20,0.005546632176402552
5_11,3_21,0.027572596035516175
5_11,3_22,0.1030866063102083
5_11,4_1,0.001304459720754474
5_11,4_2,0.023765163634102394
5_11,4_3,0.001209826021167975
5_11,4_4,0.002608993335359203
5_11,4_5,0.0006511195376485282
5_11,4_6,0.005071138207885736
5_11,4_7,0.0021063346514898352
5_11,4_8,0.006438013848185548
5_11,4_9,0.0019395615141450826
5_11,4_10,0.009449782886027448
5_11,1_1,0.0001326684475408432
5_11,1_2,0.0008434835659343732
5_11,1_3,0.000964620187340446
5_11,1_4,0.008341601921789801
5_11,1_5,0.0025748582259579604
5_11,1_6,0.006587866176906133
5_11,1_7,0.0558412246713608
5_11,1_8,0.02677723375182528
5_11,1_9,0.022800544522458634
5_11,1_10,0.004111322350417815
5_11,1_11,0.005465956976921541
5_12,13_1,0.026263486173876065
5_12,13_2,0.02802950527924062
5_12,13_3,0.014068217559633741
5_12,13_4,0.01915028554930828
5_12,14_1,0.0014245637931705364
5_12,14_2,0.013838920796798573
5_12,14_3,0.03339334484594377
5_12,14_4,0.03602336958033805
5_12,14_5,0.03797827465412507
5_12,14_6,0.036574422672648134
5_12,14_7,0.018743955707240457
5_12,11_1,0.009268234407683236
5_12,11_2,0.012865932014094245
5_12,11_3,0.00026206746134559513
5_12,11_4,0.01860820377099507
5_12,11_5,0.02193151750365135
5_12,11_6,0.018725978806499663
5_12,8_1,0.01556938251198422
5_12,8_2,0.029522137114722
5_12,8_3,0.0226331266140092
5_12,8_4,0.01409085497031577
5_12,8_5,0.026162998950565806
5_12,8_6,0.1354572746895572
5_12,7_1,0.0011730715644534824
5_12,7_2,0.003427481199978762
5_12,7_3,0.00918952405512336
5_12,7_4,0.015815499014666688
5_12,7_5,0.0313572153857945
5_12,7_6,0.021281554758305128
5_12,7_7,0.038919219563989
5_12,7_8,0.07273904570132028
5_12,7_9,0.026386045579246415
5_12,7_10,0.010051900745507996
5_12,7_11,0.05609870907199317
5_12,10_1,0.023465392909762538
5_12,10_2,0.035222109425776
5_12,10_3,0.06365539917984973
5_12,10_4,0.051841668955979116
5_12,10_5,0.04222875924876342
5_12,10_6,0.036601022566911987
5_12,12_1,0.005368537228552494
5_12,12_2,8.844179972771958e-05
5_12,12_3,0.05669443441154472
5_12,12_4,0.05766606669384035
5_12,6_1,0.0526447459379724
5_12,6_2,0.057061200729709737
5_12,6_3,0.04913969205883881
5_12,6_4,0.015589510456760132
5_12,6_5,0.09794717584973921
5_12,6_6,0.05850987796041245
5_12,6_7,0.03535382468891361
5_12,6_8,0.02317612316978473
5_12,9_1,0.006516455527209416
5_12,9_2,0.009917065358965362
5_12,9_3,0.009837711406938456
5_12,9_4,0.02087464009145843
5_12,9_5,0.01954773426795501
5_12,9_6,0.031962905757638084
5_12,9_7,0.012702915815310021
5_12,9_8,0.05616333581110637
5_12,9_9,0.024520365062458523
5_12,9_10,0.024393875131616904
5_12,9_11,0.05878732354704218
5_12,9_12,0.031207381907336282
5_12,9_13,0.04980736144529803
5_12,2_1,0.002450258230321514
5_12,2_2,0.0032106563702412392
5_12,2_3,8.974464927230772e-05
5_12,2_4,0.021952850693206516
5_12,2_5,0.002388805152433925
5_12,2_6,0.004751892695178714
5_12,5_1,0.03889797823870829
5_12,5_2,0.013232610650179678
5_12,5_3,0.044376632679440926
5_12,5_4,0.05007982738509814
5_12,5_5,0.046266369326446406
5_12,5_6,0.06921203024946873
5_12,5_7,0.06669527064096017
5_12,5_8,0.09112085017637704
5_12,5_9,0.09703398793253333
5_12,5_10,0.14767990662408967
5_12,5_11,0.1290323053360786
5_12,5_12,1.0
5_12,5_13,0.20715028018292456
5_12,5_14,0.20237163845095923
5_12,3_1,0.0007714773858475131
5_12,3_2,0.0028302086125782844
5_12,3_3,0.013838920796798573
5_12,3_4,0.0030236302916431166
5_12,3_5,0.00015070654895062613
5_12,3_6,0.0019041655570119656
5_12,3_7,0.0013601443730075899
5_12,3_8,0.021644167172239263
5_12,3_9,0.08052294957334091
5_12,3_10,0.00010489505795084688
5_12,3_11,0.03517969281092526
5_12,3_12,0.00010279411789601601
5_12,3_13,0.013136508883841196
5_12,3_14,0.04365241806025812
5_12,3_15,0.05111253333798075
5_12,3_16,0.028165813904439816
5_12,3_17,0.0731883736784804
5_12,3_18,0.0008110508670545314
5_12,3_19,0.001602166169593512
5_12,3_20,0.025334541156553245
5_12,3_21,0.06389840391908366
5_12,3_22,0.10027849151932162
5_12,4_1,0.0010582875436322245
5_12,4_2,0.02322428681847076
5_12,4_3,0.00019389303340085898
5_12,4_4,0.004804885240176631
5_12,4_5,0.000926833434669174
5_12,4_6,0.01185012291278534
5_12,4_7,0.004158552112668659
5_12,4_8,0.010882020215678684
5_12,4_9,0.005115193897290892
5_12,4_10,0.001375584191957721
5_12,1_1,4.004155977530879e-05
5_12,1_2,0.00039497788605282825
5_12,1_3,0.006252776094996863
5_12,1_4,0.041312836865436214
5_12,1_5,0.008276259566025287
5_12,1_6,0.023806287696698247
5_12,1_7,0.05939951069060617
5_12,1_8,0.06258999984211878
5_12,1_9,0.03946917804290692
5_12,1_10,0.0017827481016423517
5_12,1_11,0.01488036450464834
5_13,13_1,0.01259357840040216
5_13,13_2,0.01241806959960855
5_13,13_3,0.006314072986699879
5_13,13_4,0.008256823743190634
5_13,14_1,1.8947025410050576e-05
5_13,14_2,0.00792023847229121
5_13,14_3,0.025278682803041075
5_13,14_4,0.017148556829604263
5_13,14_5,0.018603326152763548
5_13,14_6,0.030997871237535595
5_13,14_7,0.018725649440802856
5_13,11_1,0.006870805643266625
5_13,11_2,0.007169780891203343
5_13,11_3,0.0015199195657543759
5_13,11_4,0.017148556829604263
5_13,11_5,0.026764763959517233
5_13,11_6,0.01235293966331562
5_13,8_1,0.00915975754311028
5_13,8_2,0.037448163040911135
5_13,8_3,0.020217771717142494
5_13,8_4,0.0021012767162870436
5_13,8_5,0.0195914754730198
5_13,8_6,0.1819312446479855
5_13,7_1,0.0006587336224711073
5_13,7_2,0.007792602998245505
5_13,7_3,6.060678415119299e-08
5_13,7_4,0.009237106907884329
5_13,7_5,0.025788114892105297
5_13,7_6,0.013043732785300495
5_13,7_7,0.02606533244748074
5_13,7_8,0.040567594467202005
5_13,7_9,0.012944367250703467
5_13,7_10,0.00925327814650058
5_13,7_11,0.0351459396807191
5_13,10_1,0.019786688951207852
5_13,10_2,0.040609290482579274
5_13,10_3,0.055713719030934625
5_13,10_4,0.07930173872160168
5_13,10_5,0.08127213856898985
5_13,10_6,0.044120357651206456
5_13,12_1,4.260634081333982e-05
5_13,12_2,1.3851850489891681e-05
5_13,12_3,0.0470655011656395
5_13,12_4,0.033959460156739875
5_13,6_1,0.03404126984484448
5_13,6_2,0.024811125665085764
5_13,6_3,0.01792620307988097
5_13,6_4,0.0038760519814951063
5_13,6_5,0.1153084217275124
5_13,6_6,0.052502212057045604
5_13,6_7,0.0630351678693956
5_13,6_8,0.03543528619602767
5_13,9_1,0.0029060508505028473
5_13,9_2,0.01837355792622349
5_13,9_3,0.005023835754330898
5_13,9_4,0.010929848605861027
5_13,9_5,0.016942939867721583
5_13,9_6,0.028883063141958373
5_13,9_7,0.013473091145534735
5_13,9_8,0.08337173808149909
5_13,9_9,0.01716978511064387
5_13,9_10,0.022850885988084522
5_13,9_11,0.0779775783303084
5_13,9_12,0.042766554530909565
5_13,9_13,0.05940690629349434
5_13,2_1,1.9810501789793584e-06
5_13,2_2,0.0010791963462228483
5_13,2_3,6.796926806936582e-05
5_13,2_4,0.04208580020937374
5_13,2_5,0.006290832682409917
5_13,2_6,0.009643655040788702
5_13,5_1,0.026347524555229155
5_13,5_2,0.008503547897445694
5_13,5_3,0.02778313004969533
5_13,5_4,0.020456767815436698
5_13,5_5,0.03898208833467641
5_13,5_6,0.03826949023647613
5_13,5_7,0.04946169176298754
5_13,5_8,0.11720012041055206
5_13,5_9,0.12911831713606486
5_13,5_10,0.18957511170338626
5_13,5_11,0.17889467389704106
5_13,5_12,0.18538171515027302
5_13,5_13,1.0
5_13,5_14,0.3085518858474992
5_13,3_1,0.0002184261214888607
5_13,3_2,0.0017699381749579903
5_13,3_3,0.010160717483741952
5_13,3_4,0.0002594411568989223
5_13,3_5,0.0001578933362272538
5_13,3_6,6.0061065952951305e-05
5_13,3_7,0.0022477783301415805
5_13,3_8,0.0210993618422117
5_13,3_9,0.02953008696879476
5_13,3_10,0.0005976318859423384
5_13,3_11,0.01035704671341218
5_13,3_12,8.19308613609912e-06
5_13,3_13,0.004654070823241221
5_13,3_14,0.04044642695242563
5_13,3_15,0.060627607932389256
5_13,3_16,0.021667094042355894
